PID,Speed,MPE,Correct,RT,Effective_Duration_s
3,15.0,2,0,1.0089,0.6623
3,1.5,2,1,1.2445,1.8025
3,0.0,2,1,0.6429,1.8041
3,1.5,2,0,0.6488,1.8013
3,0.0,4,1,0.6064,1.8045
3,5.0,2,0,0.5273,1.8092
3,5.0,2,1,0.7084,1.8037
3,5.0,2,0,0.7674,1.8033
3,5.0,4,1,0.658,1.8009
3,15.0,4,1,1.2876,0.6621
3,5.0,2,0,0.7669,1.8036
3,0.0,2,1,0.9935,1.8003
3,0.0,4,1,0.9204,1.801
3,15.0,8,0,4.375,0.6564
3,1.5,2,0,0.9882,1.8073
3,1.5,8,1,1.1497,1.8087
3,0.0,8,1,0.9827,1.8041
3,1.5,4,1,0.901,1.8031
3,1.5,8,1,1.0598,1.8021
3,5.0,4,0,0.9061,1.8034
3,5.0,2,1,0.6547,1.8067
3,15.0,8,1,1.8492,0.6547
3,15.0,4,0,0.142,0.6653
3,1.5,4,0,0.8764,1.7987
3,15.0,2,1,1.3037,0.6692
3,5.0,8,1,0.7068,1.802
3,15.0,4,0,0.174,0.6555
3,1.5,8,1,0.9952,1.8025
3,15.0,8,1,1.1331,0.6586
3,15.0,8,1,1.1626,0.6686
3,0.0,8,1,1.0792,1.8004
3,1.5,2,0,0.8722,1.7992
3,15.0,4,1,1.1883,0.6674
3,0.0,2,0,0.8445,1.8087
3,0.0,8,1,0.5962,1.8051
3,1.5,4,1,0.8524,1.8046
3,0.0,2,1,0.9458,1.8095
3,1.5,2,1,0.8129,1.8066
3,15.0,8,1,0.8663,0.6631
3,1.5,2,0,0.8446,1.8006
3,15.0,4,1,1.1469,0.6536
3,15.0,2,0,1.2757,0.6559
3,0.0,8,1,0.8335,1.803
3,15.0,4,1,1.1966,0.6596
3,5.0,8,1,0.119,1.8067
3,5.0,2,1,0.5191,1.7986
3,5.0,4,1,0.6343,1.8068
3,0.0,2,1,0.7466,1.8042
3,15.0,2,0,1.1803,0.6621
3,5.0,8,1,0.7893,1.8089
3,1.5,4,1,0.8253,1.8077
3,0.0,2,1,0.8819,1.8064
3,1.5,8,0,0.7707,1.8043
3,1.5,4,1,0.9928,1.8071
3,5.0,2,1,0.7491,1.8009
3,1.5,4,1,1.1259,1.8064
3,0.0,4,1,1.0687,1.8025
3,0.0,8,1,1.1879,1.8023
3,1.5,2,1,0.7068,1.7961
3,1.5,8,1,0.8379,1.8072
3,15.0,8,1,0.9892,0.6657
3,15.0,4,0,1.1402,0.6545
3,15.0,4,1,1.2593,0.6688
3,5.0,4,1,0.7728,1.8067
3,1.5,8,0,0.9487,1.8029
3,5.0,8,1,0.6914,1.7989
3,0.0,8,1,0.9292,1.806
3,1.5,2,1,0.5423,1.7997
3,0.0,2,1,0.8774,1.8081
3,0.0,2,1,0.8192,1.8024
3,5.0,2,0,0.7903,1.8036
3,0.0,2,1,1.0311,1.8016
3,5.0,8,1,0.7027,1.8107
3,15.0,2,0,1.2242,0.6678
3,0.0,4,1,0.7766,1.8049
3,15.0,4,0,1.0061,0.6643
3,5.0,8,1,0.8407,1.806
3,0.0,4,1,0.9694,1.8059
3,0.0,8,1,0.8093,1.8016
3,15.0,4,0,1.1257,0.6672
3,15.0,2,0,1.2399,0.663
3,5.0,4,1,0.6291,1.8045
3,0.0,8,1,0.7427,1.8045
3,0.0,4,1,0.7714,1.8002
3,0.0,2,1,0.8092,1.8116
3,0.0,4,1,0.6159,1.7997
3,1.5,8,1,0.7982,1.8042
3,15.0,8,1,1.4234,0.6578
3,5.0,2,1,0.9824,1.8033
3,5.0,2,0,0.9534,1.8045
3,15.0,2,0,1.5265,0.6659
3,15.0,4,1,1.1864,0.6635
3,5.0,8,1,0.6362,1.8037
3,5.0,4,1,0.7722,1.8008
3,1.5,8,1,1.0065,1.8066
3,0.0,4,0,0.8915,1.8062
3,1.5,8,1,0.8939,1.8005
3,15.0,2,0,1.0086,0.6618
3,0.0,4,1,0.6787,1.81
3,0.0,8,1,0.659,1.8057
3,0.0,8,1,0.7967,1.8083
3,1.5,4,0,0.7847,1.8023
3,5.0,4,1,0.7165,1.8071
3,15.0,2,0,1.2377,0.6568
3,5.0,8,1,0.8256,1.8059
3,5.0,8,1,0.6336,1.8038
3,0.0,4,1,0.8923,1.8062
3,1.5,2,0,1.0216,1.8056
3,15.0,4,1,1.3022,0.6664
3,15.0,2,1,1.1543,0.6639
3,0.0,8,1,0.8172,1.7989
3,1.5,4,1,1.1851,1.8034
4,5.0,2,1,0.9301,1.8085
4,0.0,4,1,0.5408,1.8057
4,0.0,8,1,0.7089,1.8067
4,1.5,4,1,0.8694,1.8069
4,0.0,2,1,1.0705,1.8022
4,5.0,4,0,0.8817,1.8041
4,5.0,4,1,0.6446,1.8069
4,15.0,8,0,1.3505,0.6674
4,1.5,4,1,0.8426,1.8113
4,15.0,8,1,1.0418,0.6634
4,1.5,8,1,1.0407,1.8029
4,1.5,4,1,0.8909,1.8089
4,5.0,2,1,0.8809,1.8066
4,1.5,4,1,0.7236,1.8045
4,15.0,2,1,1.2829,0.6625
4,15.0,4,1,1.1951,0.6652
4,5.0,2,0,0.6293,1.8055
4,0.0,8,1,0.7629,1.8049
4,15.0,2,0,1.2158,0.6621
4,1.5,4,1,1.1449,1.8047
4,5.0,2,0,0.5053,1.8008
4,1.5,2,0,0.8899,1.8023
4,1.5,8,1,0.7742,1.8052
4,5.0,2,1,0.6575,1.8028
4,1.5,4,1,0.6769,1.8068
4,0.0,8,1,0.9587,1.8009
4,5.0,2,1,0.7379,1.8039
4,5.0,4,1,0.7552,1.808
4,5.0,8,1,0.8279,1.8054
4,0.0,8,1,1.0577,1.8044
4,15.0,8,1,1.0055,0.6587
4,5.0,8,1,0.8475,1.8059
4,15.0,4,1,1.1879,0.6624
4,5.0,2,1,0.9472,1.8076
4,15.0,4,1,1.0181,0.6593
4,1.5,4,0,0.9428,1.8068
4,15.0,2,1,0.944,0.6618
4,15.0,4,0,1.1752,0.6566
4,1.5,8,1,1.0582,1.8046
4,1.5,8,1,0.8731,1.8002
4,1.5,4,1,0.9745,1.8058
4,5.0,4,1,3.372,1.8081
4,15.0,4,1,1.2034,0.6695
4,5.0,4,1,0.8986,1.8014
4,15.0,4,0,1.3581,0.6556
4,0.0,4,1,0.7788,1.8071
4,1.5,2,0,0.6821,1.7998
4,1.5,4,1,1.0101,1.8036
4,5.0,8,1,0.9723,1.8003
4,1.5,4,0,0.8898,1.8031
4,15.0,8,1,1.2319,0.6628
4,0.0,4,1,1.0539,1.8033
4,15.0,8,1,1.0089,0.6573
4,15.0,4,1,0.06,0.6636
4,5.0,2,1,0.584,1.8059
4,15.0,2,0,0.8295,0.6559
4,15.0,2,1,1.3128,0.6584
4,0.0,2,1,1.0646,1.7999
4,0.0,4,1,1.0732,1.8043
4,5.0,4,1,0.8996,1.8023
4,15.0,2,0,1.5293,0.6631
4,15.0,4,0,1.0854,0.664
4,0.0,4,1,1.0693,1.8045
4,0.0,8,1,0.8834,1.8051
4,15.0,4,0,1.1943,0.6634
4,5.0,2,0,0.5285,1.8004
4,5.0,4,1,3.911,1.807
4,15.0,8,1,1.1806,0.667
4,1.5,8,1,0.9982,1.804
4,15.0,2,0,1.3052,0.6689
4,15.0,8,1,1.0623,0.6593
4,15.0,2,1,0.9675,0.6629
4,1.5,2,1,1.0057,1.8085
4,1.5,8,1,0.098,1.8107
4,0.0,8,1,0.9574,1.8056
4,1.5,2,1,0.7117,1.8051
4,1.5,2,1,0.7654,1.802
4,15.0,2,1,1.0643,0.6579
4,0.0,4,1,0.4954,1.8008
4,0.0,4,1,0.6385,1.8017
4,1.5,8,1,0.5224,1.7999
4,1.5,4,1,0.9793,1.8062
4,5.0,8,1,0.5044,1.8047
4,5.0,4,1,0.724,1.8047
4,5.0,8,1,1.054,1.8032
4,5.0,8,1,0.9543,1.8022
4,5.0,4,0,0.122,1.8057
4,0.0,8,1,0.7509,1.8076
4,1.5,2,1,0.9872,1.8034
4,15.0,4,1,1.0238,0.6598
4,1.5,8,1,0.6996,1.8028
4,5.0,4,1,0.9711,1.8058
4,15.0,2,1,0.061,0.6603
4,15.0,2,0,1.4042,0.6585
4,1.5,8,1,0.6373,1.7994
4,0.0,2,1,0.6823,1.8015
4,1.5,4,1,1.0291,1.8009
4,0.0,8,1,0.8952,1.8037
4,0.0,2,0,1.0689,1.8059
4,0.0,4,1,0.9457,1.8031
4,0.0,2,1,0.9475,1.8011
4,0.0,2,1,0.8501,1.8052
4,0.0,8,1,1.011,1.8072
4,5.0,8,1,3.915,1.8074
4,5.0,8,1,0.9837,1.8082
4,0.0,4,1,1.0892,1.8026
4,5.0,2,1,0.8386,1.8065
4,1.5,8,1,0.929,1.8022
4,15.0,8,1,1.3288,0.6595
4,5.0,4,1,1.0475,1.8108
4,5.0,8,1,0.8409,1.8027
4,15.0,8,1,0.6988,0.6587
4,0.0,8,1,0.8549,1.8073
4,0.0,4,1,0.9968,1.801
4,5.0,4,1,0.7746,1.8032
4,5.0,4,0,0.9158,1.8096
4,1.5,2,1,0.6993,1.8037
4,5.0,8,1,0.8229,1.8051
4,0.0,2,0,0.8418,1.805
4,0.0,4,1,0.8926,1.8047
4,15.0,8,0,1.1023,0.6684
4,5.0,2,1,0.8207,1.8045
4,0.0,8,1,0.7315,1.8039
4,15.0,4,0,0.9018,0.6647
4,1.5,4,1,0.8208,1.8009
4,15.0,2,0,1.1109,0.6694
4,5.0,8,1,0.826,1.8027
4,15.0,2,1,1.0211,0.652
4,15.0,2,0,0.8873,0.6663
4,5.0,8,1,0.553,1.8003
4,5.0,4,0,0.8016,1.8081
4,1.5,2,1,0.7855,1.8047
4,15.0,4,1,1.3015,0.6545
4,5.0,8,1,0.7702,1.8034
4,0.0,8,1,3.434,1.8062
4,5.0,8,1,0.7714,1.8034
4,15.0,2,0,1.1953,0.6633
4,0.0,4,1,0.779,1.8039
4,1.5,8,1,1.1085,1.7995
4,0.0,2,1,0.7781,1.8085
4,0.0,4,1,0.8666,1.8044
4,0.0,4,1,0.7349,1.8084
4,15.0,8,1,0.9168,0.6514
4,5.0,8,1,0.8284,1.8086
4,1.5,2,1,0.9156,1.8023
4,15.0,8,0,1.2009,0.6601
4,15.0,2,0,0.8723,0.6609
4,1.5,8,1,0.8693,1.804
4,5.0,8,1,0.64,1.8045
4,1.5,4,1,0.9534,1.7999
4,1.5,8,1,0.9884,1.8048
4,0.0,4,1,0.9786,1.8014
4,5.0,4,1,0.63,1.8016
4,15.0,2,1,1.3095,0.6571
4,15.0,8,1,1.0226,0.6527
4,0.0,2,1,0.6213,1.8011
4,0.0,4,1,0.7949,1.7985
4,1.5,8,1,0.9257,1.8031
4,5.0,8,1,0.7287,1.7997
4,0.0,2,1,0.8144,1.804
4,0.0,8,1,0.7994,1.8025
4,5.0,4,0,0.4448,1.81
4,0.0,2,1,0.8,1.7985
4,5.0,2,0,0.6896,1.8032
4,1.5,2,0,0.9232,1.8075
4,15.0,4,1,1.2386,0.6627
4,1.5,8,1,0.9303,1.806
4,0.0,2,1,0.8946,1.8048
4,1.5,2,1,1.081,1.8123
4,1.5,2,1,1.1461,1.802
4,0.0,4,1,0.8344,1.8063
4,5.0,4,1,0.7323,1.8024
4,0.0,8,1,0.749,1.808
4,5.0,2,1,0.7138,1.8037
4,5.0,2,0,0.6919,1.8027
4,1.5,2,1,1.1204,1.8029
4,15.0,2,1,1.0243,0.6604
4,15.0,2,0,1.3179,0.6572
4,15.0,4,0,1.453,0.6642
4,15.0,8,0,1.1372,0.6646
4,1.5,8,1,0.8819,1.8074
4,0.0,2,0,1.0257,1.8048
4,5.0,4,1,0.6643,1.8091
4,1.5,4,1,1.0225,1.8034
4,15.0,8,1,1.0496,0.6607
4,0.0,2,0,1.0111,1.807
4,1.5,2,1,0.7153,1.8079
4,0.0,8,1,1.0502,1.8013
4,0.0,8,1,0.7178,1.8032
4,5.0,2,0,0.6497,1.8046
4,15.0,8,1,1.2499,0.6606
4,0.0,2,0,1.0811,1.8061
4,1.5,2,0,1.018,1.7953
4,5.0,2,1,0.9429,1.8029
4,15.0,2,1,1.1795,0.6624
4,5.0,2,1,0.097,1.8043
4,5.0,8,1,3.956,1.8022
4,5.0,4,0,0.4411,1.8032
4,1.5,4,1,1.263,1.8016
4,0.0,2,1,1.0951,1.8063
4,15.0,8,1,1.4476,0.6547
4,0.0,2,1,0.5684,1.8088
4,0.0,8,1,0.9472,1.8107
4,15.0,8,1,1.3564,0.6687
4,1.5,4,1,1.0649,1.8033
4,1.5,2,0,1.1384,1.8048
4,15.0,4,0,1.1077,0.6584
4,5.0,8,1,0.8083,1.8097
4,5.0,2,1,0.6463,1.8089
4,1.5,8,1,1.0776,1.8049
4,1.5,4,1,0.8516,1.8027
4,0.0,8,1,0.8351,1.8028
4,15.0,4,1,1.0787,0.6585
4,1.5,2,1,1.0003,1.8012
4,15.0,4,1,1.1798,0.6658
4,1.5,8,1,0.9267,1.8042
4,5.0,4,1,0.7963,1.799
4,0.0,4,0,0.9784,1.8069
4,0.0,4,1,0.9342,1.8058
4,15.0,4,0,1.2373,0.6577
4,1.5,8,1,0.9254,1.8028
4,0.0,8,1,0.9687,1.8017
4,1.5,2,1,0.9474,1.8049
4,5.0,8,1,0.6296,1.8076
4,5.0,2,1,0.7118,1.8066
4,1.5,4,1,0.9361,1.8057
4,15.0,4,0,1.1054,0.6664
4,0.0,4,1,0.9606,1.8035
4,1.5,2,1,1.0689,1.8063
4,1.5,8,1,1.1413,1.8051
4,0.0,2,1,1.0408,1.8051
4,15.0,8,1,1.6167,0.6718
4,0.0,2,1,0.4767,1.8028
4,1.5,4,1,1.0936,1.8071
4,1.5,2,1,0.8267,1.8019
4,0.0,8,1,0.8566,1.803
4,5.0,2,0,0.7727,1.8014
4,0.0,2,1,0.86,1.8063
4,15.0,8,1,0.8365,0.6599
4,15.0,4,1,1.4681,0.6688
5,5.0,4,1,0.9254,1.7985
5,15.0,4,0,1.6479,0.6727
5,5.0,8,1,0.4605,1.8043
5,15.0,2,1,1.1332,0.6617
5,5.0,8,1,0.8151,1.8066
5,1.5,4,1,0.9059,1.8022
5,15.0,4,0,1.1921,0.6644
5,1.5,8,1,1.0554,1.8086
5,15.0,4,0,0.8973,0.6608
5,0.0,8,1,0.7718,1.804
5,1.5,2,1,0.7248,1.8075
5,15.0,8,1,0.8486,0.662
5,5.0,2,0,0.8175,1.8015
5,5.0,8,1,0.6366,1.8065
5,5.0,8,1,0.8554,1.8046
5,0.0,8,1,0.8751,1.8055
5,5.0,8,1,0.881,1.8077
5,15.0,8,1,0.8642,0.6631
5,0.0,2,1,0.8357,1.8038
5,15.0,2,0,1.1575,0.6595
5,15.0,4,0,1.5022,0.6608
5,0.0,2,0,1.0387,1.8005
5,15.0,8,1,0.6339,0.6646
5,15.0,8,0,0.9645,0.6673
5,15.0,4,1,1.2883,0.666
5,1.5,8,1,0.7405,1.8019
5,5.0,4,1,0.6597,1.8016
5,1.5,2,1,0.8669,1.8032
5,5.0,8,1,0.6316,1.8022
5,5.0,2,1,0.8309,1.7998
5,0.0,4,1,0.7369,1.8071
5,0.0,4,1,0.8014,1.808
5,5.0,4,0,0.7027,1.8035
5,5.0,4,1,0.7718,1.8017
5,5.0,4,1,0.6588,1.8045
5,15.0,8,0,1.2958,0.655
5,5.0,8,1,0.9241,1.8037
5,5.0,4,1,0.6187,1.8063
5,0.0,8,1,0.7963,1.8045
5,0.0,4,1,1.0522,1.8017
5,1.5,4,1,1.0383,1.8069
5,0.0,4,1,0.7547,1.8061
5,0.0,4,1,0.8784,1.801
5,5.0,8,1,0.6057,1.8067
5,0.0,4,1,1.0359,1.8121
5,1.5,2,1,0.9749,1.8057
5,1.5,8,1,0.8182,1.8086
5,0.0,8,1,0.9534,1.8017
5,0.0,8,1,1.104,1.8072
5,15.0,8,1,1.1917,0.6612
5,1.5,4,1,0.7514,1.8026
5,1.5,8,1,0.7353,1.8041
5,1.5,4,1,0.7193,1.8035
5,0.0,4,1,0.8364,1.8069
5,1.5,8,1,0.9884,1.8032
5,1.5,2,1,0.9844,1.8028
5,15.0,8,1,0.9563,0.666
5,1.5,8,1,0.7607,1.8057
5,1.5,4,1,0.9761,1.803
5,0.0,8,1,0.6958,1.8066
5,0.0,8,1,0.8615,1.801
5,5.0,4,1,0.7483,1.8036
5,1.5,2,0,0.7525,1.7991
5,5.0,8,1,0.7048,1.8069
5,15.0,2,0,1.3319,0.6584
5,1.5,2,1,0.9415,1.794
5,15.0,8,1,1.0255,0.6626
5,5.0,8,1,0.5989,1.8033
5,15.0,2,1,0.9702,0.652
5,1.5,8,1,0.907,1.8037
5,5.0,4,1,0.6724,1.801
5,0.0,2,0,0.534,1.8048
5,5.0,8,1,0.6826,1.8058
5,0.0,4,1,0.7051,1.8053
5,0.0,8,1,1.1828,1.7972
5,0.0,4,1,1.0838,1.8007
5,15.0,8,1,1.0367,0.6623
5,15.0,4,1,1.4085,0.6503
5,1.5,2,1,0.865,1.8039
5,0.0,4,1,0.7374,1.8039
5,1.5,8,1,0.9763,1.8089
5,15.0,2,1,1.492,0.6612
5,15.0,4,0,0.9851,0.6665
5,1.5,4,1,0.7492,1.8056
5,5.0,2,0,0.5827,1.8035
5,1.5,8,1,0.8633,1.801
5,1.5,2,1,0.9039,1.7988
5,1.5,4,1,1.0361,1.8109
5,0.0,8,1,0.8108,1.8014
5,15.0,4,0,0.6744,0.6692
5,5.0,8,1,0.7657,1.8046
5,5.0,4,1,0.9244,1.8037
5,0.0,2,0,0.8009,1.8044
5,15.0,2,1,1.3778,0.6626
5,1.5,2,1,0.5349,1.7995
5,15.0,2,1,1.0093,0.663
5,1.5,8,1,0.6984,1.8066
5,15.0,4,0,0.9612,0.6589
5,15.0,8,1,1.0651,0.6609
5,15.0,8,1,1.2941,0.6591
5,1.5,4,1,0.8982,1.8072
5,5.0,4,1,0.7272,1.8042
5,1.5,4,1,1.2384,1.8059
5,1.5,4,1,1.1027,1.8005
5,15.0,2,0,1.2725,0.666
5,15.0,2,0,0.9532,0.667
5,0.0,8,1,0.9545,1.8025
5,0.0,2,1,1.1184,1.8027
5,1.5,8,1,0.9249,1.8023
5,15.0,2,0,0.9549,0.6659
5,0.0,2,1,0.6648,1.8076
5,1.5,4,0,0.787,1.81
5,15.0,8,0,1.2414,0.6686
5,1.5,2,1,0.9793,1.8078
5,1.5,8,1,1.0254,1.8035
5,5.0,2,1,0.8077,1.7994
5,5.0,2,1,0.7294,1.8038
5,0.0,8,1,0.9624,1.8041
5,0.0,4,1,0.6914,1.8011
5,1.5,8,1,0.8195,1.8061
5,5.0,2,0,0.7979,1.8062
5,15.0,4,0,1.0393,0.6586
5,0.0,4,1,0.7489,1.7994
5,5.0,8,1,0.6991,1.8008
5,15.0,8,0,1.1447,0.6576
5,5.0,2,0,0.8638,1.7992
5,15.0,8,1,1.3744,0.6573
5,0.0,2,1,0.7937,1.8043
5,1.5,8,1,0.7666,1.803
5,0.0,4,1,1.0028,1.8054
5,5.0,2,1,0.9028,1.8088
5,1.5,8,1,1.0611,1.8012
5,5.0,2,0,0.7663,1.8076
5,15.0,8,1,1.2631,0.6598
5,15.0,4,0,1.1937,0.6714
5,1.5,2,0,0.8603,1.7999
5,0.0,2,1,0.3718,1.8049
5,1.5,4,1,0.8944,1.8002
5,5.0,4,1,0.7179,1.8054
5,0.0,2,0,0.8179,1.8046
5,0.0,2,0,0.8302,1.8066
5,0.0,4,1,0.907,1.8035
5,15.0,2,1,1.324,0.6676
5,15.0,2,1,0.8822,0.6628
5,5.0,2,0,4.467,1.7994
5,5.0,8,1,1.0678,1.8044
5,5.0,4,1,0.8081,1.8056
5,0.0,2,0,0.9811,1.8079
5,1.5,2,1,0.8555,1.8042
5,5.0,2,1,0.5865,1.81
5,5.0,4,1,0.8147,1.8069
5,1.5,8,1,0.9459,1.8064
5,1.5,8,1,0.9978,1.8044
5,0.0,8,1,0.5936,1.8028
5,15.0,4,1,1.0194,0.6622
5,0.0,2,1,0.8982,1.8062
5,0.0,2,1,0.8009,1.8058
5,15.0,2,0,1.3025,0.6579
5,15.0,8,1,1.2402,0.6655
5,0.0,8,1,0.671,1.8031
5,1.5,8,1,0.8593,1.8022
5,5.0,2,1,0.8507,1.8012
5,5.0,8,1,0.6938,1.8016
5,0.0,2,1,0.9675,1.8059
5,0.0,4,0,0.769,1.8
5,5.0,8,1,0.7081,1.8053
5,15.0,8,1,0.146,0.6572
5,15.0,4,1,1.2132,0.6624
5,5.0,8,1,0.7763,1.8017
5,1.5,4,0,1.3126,1.8021
5,0.0,2,0,0.8138,1.8037
5,15.0,2,0,1.3318,0.6643
5,1.5,4,1,1.0239,1.8052
5,15.0,2,1,1.033,0.667
5,0.0,4,1,0.6845,1.8044
5,0.0,2,1,1.1258,1.8033
5,5.0,2,0,0.5186,1.8072
5,0.0,8,1,1.0064,1.8072
5,0.0,2,1,0.5643,1.8044
5,1.5,4,1,0.7803,1.7961
5,5.0,2,1,0.6264,1.806
5,5.0,2,1,0.6917,1.8025
5,15.0,2,0,1.3549,0.6606
5,1.5,4,1,0.9863,1.8033
5,0.0,4,1,0.7306,1.8034
5,1.5,2,1,0.9647,1.8021
5,1.5,4,1,1.0117,1.8073
5,1.5,2,1,0.8787,1.8082
5,5.0,8,1,0.5491,1.8036
5,0.0,8,1,0.7417,1.8036
5,5.0,4,1,0.9269,1.808
5,5.0,4,0,0.6659,1.8066
5,15.0,4,0,1.2864,0.6677
5,1.5,4,1,0.8732,1.8035
5,5.0,2,1,0.9517,1.8028
5,15.0,4,1,1.1929,0.6627
5,0.0,2,0,0.8716,1.8016
5,15.0,4,0,1.2336,0.6541
5,0.0,8,1,0.878,1.8011
5,5.0,2,0,0.8083,1.8016
5,15.0,8,0,0.7878,0.6644
5,0.0,4,0,0.8677,1.8035
5,1.5,8,1,1.0115,1.8003
5,5.0,4,1,0.8486,1.8041
5,0.0,2,0,0.9217,1.8086
5,15.0,4,0,0.8777,0.6569
5,15.0,4,1,1.3455,0.651
5,1.5,2,1,0.9541,1.7996
5,5.0,8,1,0.7942,1.8063
5,15.0,2,0,1.0588,0.6668
5,1.5,2,0,0.6912,1.801
5,15.0,4,1,1.4268,0.6703
5,0.0,8,1,0.6323,1.802
5,5.0,2,0,0.7482,1.8071
5,0.0,4,1,0.8907,1.8072
5,5.0,8,1,0.8301,1.8054
5,15.0,2,1,0.9912,0.6481
5,15.0,8,1,1.0057,0.6613
5,1.5,4,0,0.8372,1.8093
5,5.0,4,0,0.7029,1.8061
5,0.0,8,1,0.9807,1.8059
5,1.5,2,1,0.9236,1.8077
5,1.5,2,1,0.9546,1.8047
5,1.5,2,1,0.6503,1.8083
5,5.0,4,1,4.424,1.8043
5,15.0,8,1,1.1501,0.6611
5,5.0,2,1,0.8798,1.8028
5,1.5,4,1,0.9085,1.8001
5,5.0,4,1,0.7426,1.8039
5,15.0,2,1,1.0817,0.662
5,15.0,2,0,1.2123,0.6642
5,5.0,4,1,0.684,1.8052
5,15.0,4,0,1.362,0.6638
5,1.5,8,1,0.9308,1.8009
5,0.0,2,0,0.9553,1.7992
5,0.0,4,1,0.5519,1.8032
5,0.0,8,1,1.0091,1.8016
5,5.0,2,0,0.9276,1.8007
5,1.5,2,1,1.0542,1.802
5,0.0,8,1,0.9596,1.8034
6,0.0,8,1,0.604,1.8053
6,15.0,4,1,1.1294,0.6695
6,0.0,8,1,0.8024,1.8057
6,5.0,2,0,0.8489,1.8065
6,0.0,2,1,0.7846,1.8011
6,5.0,8,1,0.8753,1.8013
6,1.5,8,1,0.8295,1.7991
6,15.0,8,1,1.1804,0.6621
6,1.5,8,1,1.0378,1.8036
6,1.5,2,0,1.0065,1.8095
6,5.0,4,1,0.7706,1.8068
6,15.0,8,1,1.2123,0.6576
6,5.0,2,0,0.72,1.8071
6,15.0,8,1,3.068,0.6574
6,15.0,4,1,1.4073,0.6636
6,5.0,4,0,0.6341,1.8032
